,Country Name,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,number of countries,Gender
250,Middle East & North Africa,"Adjusted net enrollment rate, primary,  (% of primary school age children)",87.8984222412109,90.2158737182617,92.0095977783203,92.549072265625,93.78050994873051,94.1685562133789,94.3267135620117,94.8590621948242,95.19912719726558,95.6410903930664,96.7225494384766,97.0892181396484,97.3346786499023,96.3023681640625,95.9057464599609,,,,223,M
312,"Egypt, Arab Rep.","Adjusted net enrollment rate, primary,  (% of primary school age children)",90.6676177978516,92.0047607421875,93.3290786743164,95.1205673217773,97.0317764282227,,,,,,,,98.9932708740234,,98.54794311523442,,,,223,M
335,"Iran, Islamic Rep.","Adjusted net enrollment rate, primary,  (% of primary school age children)",86.7557220458984,,96.0094985961914,95.0476608276367,97.9703903198242,97.3470306396484,,99.21804809570308,,,,,,,,,,,223,M
336,Iraq,"Adjusted net enrollment rate, primary,  (% of primary school age children)",94.42059326171879,,,,99.00232696533199,,,97.7178726196289,,,,,,,,,,,223,M
338,Israel,"Adjusted net enrollment rate, primary,  (% of primary school age children)",98.0557098388672,98.23645782470699,97.9081802368164,97.9882965087891,97.4154891967773,97.22442626953129,96.6192169189453,96.85256958007808,96.86829376220699,96.6526412963867,97.0197906494141,96.69259643554692,97.38101196289058,96.9912109375,96.7848968505859,97.2360687255859,,,223,M
351,Lebanon,"Adjusted net enrollment rate, primary,  (% of primary school age children)",,,,99.05352783203129,97.88092041015629,94.2876129150391,91.97693634033199,92.8942108154297,93.7023391723633,95.3283004760742,96.6631011962891,96.76122283935551,93.35855102539058,91.9122314453125,86.40191650390629,86.2857208251953,,,223,M
373,Morocco,"Adjusted net enrollment rate, primary,  (% of primary school age children)",80.1350479125977,83.0595169067383,86.7024765014648,87.5699996948242,87.20604705810551,88.19860076904301,89.4973831176758,90.63622283935551,91.5113296508789,91.5055618286133,95.47071075439449,97.60369873046879,98.018310546875,98.9456024169922,99.0338668823242,,,,223,M
403,Saudi Arabia,"Adjusted net enrollment rate, primary,  (% of primary school age children)",,,,,,,,,,85.64549255371091,90.22531127929692,90.2910308837891,92.2789688110352,97.3049697875977,97.94654083251949,96.9620513916016,,,223,M
422,Syrian Arab Republic,"Adjusted net enrollment rate, primary,  (% of primary school age children)",,,,,,,99.8599700927734,99.7396011352539,99.7625732421875,99.7673797607422,,,,71.5658721923828,,,,,223,M
435,United Arab Emirates,"Adjusted net enrollment rate, primary,  (% of primary school age children)",80.8119125366211,78.9179916381836,83.7313613891602,91.3298797607422,95.1634902954102,96.4816513061523,93.296630859375,93.6261520385742,,88.86721801757808,91.3983612060547,91.94146728515629,93.40943145751949,93.6041412353516,96.00808715820308,96.1917572021484,,,223,M
474,Middle East & North Africa,"Adolescent fertility rate (births per 1,000 women ages 15-19)",42.6922081465501,41.05339533821015,39.42492172313988,39.1219233516051,38.83094719062522,38.54901208044478,38.2617444494884,38.001044728626795,38.19180574585001,38.40579497578639,38.64726595896634,38.9156696380526,39.21277740584303,38.983264077264266,38.77221284347651,38.54915508425693,,,240,N
544,"Egypt, Arab Rep.","Adolescent fertility rate (births per 1,000 women ages 15-19)",54.3744,53.4292,52.483999999999995,51.73,50.976000000000006,50.222,49.468,48.714,49.9,51.086000000000006,52.272,53.458,54.644,53.5396,52.4352,51.3308,,,240,N
573,"Iran, Islamic Rep.","Adolescent fertility rate (births per 1,000 women ages 15-19)",39.5554,36.5292,33.503,33.0182,32.5334,32.0486,31.5638,31.079,30.5856,30.0922,29.5988,29.1054,28.612,27.8554,27.0988,26.3422,,,240,N
574,Iraq,"Adolescent fertility rate (births per 1,000 women ages 15-19)",65.5282,65.7636,65.999,68.7998,71.6006,74.4014,77.2022,80.003,80.003,80.003,80.003,80.003,80.003,81.6186,83.2342,84.8498,,,240,N
576,Israel,"Adolescent fertility rate (births per 1,000 women ages 15-19)",16.6924,16.3722,16.052,15.6336,15.2152,14.7968,14.3784,13.96,13.4816,13.0032,12.5248,12.0464,11.568,10.8146,10.0612,9.3078,,,240,N
590,Lebanon,"Adolescent fertility rate (births per 1,000 women ages 15-19)",22.9218,21.1314,19.340999999999998,17.9682,16.5954,15.2226,13.8498,12.477,12.700999999999999,12.925,13.149000000000001,13.373,13.597000000000001,13.1262,12.6554,12.1846,,,240,N
611,Morocco,"Adolescent fertility rate (births per 1,000 women ages 15-19)",33.9654,33.9812,33.997,33.7114,33.4258,33.1402,32.8546,32.569,32.7522,32.9354,33.1186,33.3018,33.485,32.7784,32.0718,31.3652,,,240,N
639,Saudi Arabia,"Adolescent fertility rate (births per 1,000 women ages 15-19)",27.3018,23.9884,20.675,18.9466,17.2182,15.4898,13.7614,12.033,11.8038,11.5746,11.3454,11.1162,10.887,10.06,9.232999999999999,8.406,,,240,N
660,Syrian Arab Republic,"Adolescent fertility rate (births per 1,000 women ages 15-19)",57.8386,55.7688,53.699,51.87,50.041000000000004,48.211999999999996,46.383,44.553999999999995,44.1054,43.6568,43.2082,42.7596,42.31100000000001,41.1662,40.0214,38.8766,,,240,N
673,United Arab Emirates,"Adolescent fertility rate (births per 1,000 women ages 15-19)",26.3582,25.9596,25.561,26.4232,27.2854,28.1476,29.0098,29.872,29.4226,28.9732,28.5238,28.0744,27.625,28.4394,29.2538,30.0682,,,240,N
714,Middle East & North Africa,Age dependency ratio (% of working-age population),70.27641766400649,68.03594395839181,65.83973086377306,63.71574108371796,61.725175602391545,59.93233671833232,58.52484311221614,57.25177196534329,56.173666828374785,55.33771031927595,54.7507607982918,54.505274599559215,54.47742220725956,54.60486653823836,54.77992999034368,54.92549072130973,55.16138400197895,,240,N
784,"Egypt, Arab Rep.",Age dependency ratio (% of working-age population),70.82363318222153,68.97497554110849,67.06747913328506,65.18577642667486,63.43809896749314,61.87988657171017,60.856643681544675,59.817555349138075,58.928011182655716,58.41423217747676,58.38142047001133,58.51882484794633,59.295125350872546,60.38642320927351,61.308455594732806,61.81251913235671,62.7638651414155,,240,N
813,"Iran, Islamic Rep.",Age dependency ratio (% of working-age population),64.32565454840561,60.15721834579399,56.004530931718605,51.936172542875404,48.155089044555865,44.87336445376751,43.11333716159008,41.70792718098597,40.69819741734924,40.03704861549922,39.64501752063185,39.462243822703954,39.43641360265292,39.566422166949046,39.830748479979256,40.187051409929325,40.62463301190198,,240,N
814,Iraq,Age dependency ratio (% of working-age population),86.63494654168693,86.0737810253096,85.32924695875744,84.50863671124611,83.76453852433562,83.15841284562569,82.73197775568555,82.51731316497423,82.37345207808535,82.13266028454699,81.75048039122315,81.0192863069668,80.1178098108642,79.18587042192979,78.37628423268029,77.73008484435229,77.47028353449616,,240,N
816,Israel,Age dependency ratio (% of working-age population),61.553005004058726,61.474764395805025,61.31269742083831,61.12688865921725,60.9997543270014,60.967972485794725,60.60002841470534,60.37739979178035,60.29423536855635,60.34950181029419,60.5665448874859,61.18410060338702,61.89982656733072,62.6788038773245,63.452637291998634,64.15756742573282,64.9498980437445,,240,N
830,Lebanon,Age dependency ratio (% of working-age population),55.63196506541816,56.03004819023089,56.157237178933094,56.07132421365893,55.64848516103247,54.73137759893939,53.431316196290425,51.78153973466888,49.94731296101159,48.329450010088,47.313609507651606,46.94707351216012,46.94672722191586,47.22996200167486,47.46340310586729,47.348250776215686,46.81548963362293,,240,N
851,Morocco,Age dependency ratio (% of working-age population),63.37993639708246,61.769377582333796,60.5310993577857,59.521111736853115,58.53564749031547,57.49497034843147,56.55508824705859,55.51670030414174,54.481688504288975,53.61337123467757,52.99075955730846,52.35175599106722,51.96598518908087,51.78336916776555,51.696109895652256,51.642911544849774,51.8100696771866,,240,N
879,Saudi Arabia,Age dependency ratio (% of working-age population),70.0645931066724,67.32761975751012,64.82854002235153,62.51868522584131,60.33357880337118,58.26219949376018,56.14190888229352,54.04375886119013,52.06621308041303,50.29457158607313,48.7380786724506,46.61938656045639,44.774638438663075,43.21417644763992,41.94547726133013,40.94795722422986,40.24950975637821,,240,N
900,Syrian Arab Republic,Age dependency ratio (% of working-age population),79.70976784362269,78.80288470818228,77.4796927489653,76.00605657757889,74.74098908138559,73.8373790144033,71.91643660374872,70.4901425104303,69.31044544794736,67.96382996278805,66.21181779390679,67.84706700747742,69.28348788280215,70.47324426458732,71.59720749037109,72.8067956884513,71.06567210310469,,240,N
913,United Arab Emirates,Age dependency ratio (% of working-age population),37.13112263725718,33.22048820072762,29.944598430319733,27.356391317281094,25.39854126641781,23.967278170739302,21.296022269091804,19.344516788412253,18.045832948081788,17.163352582940473,16.451849312223548,16.766978620641744,16.924390815517942,17.044455190606257,17.202129282911688,17.38245504345149,17.608178360838767,,240,N
954,Middle East & North Africa,"Birth rate, crude (per 1,000 people)",24.688536590220995,24.34569399142417,24.112524294835033,23.966513070557088,23.865639196401496,23.82318712663859,23.86066668051035,23.950360939970718,24.07116081776709,24.2088805348564,24.31865744144672,24.338611368893947,24.26607321995611,24.066097731214967,23.75322559214549,23.31789855096489,,,257,N
1029,"Egypt, Arab Rep.","Birth rate, crude (per 1,000 people)",25.281999999999996,25.185,25.121,25.066999999999997,25.02,25.026999999999997,25.156999999999996,25.451999999999998,25.91,26.489,27.093000000000004,27.6,27.906999999999996,27.949,27.706999999999997,27.201999999999998,,,257,N
1060,"Iran, Islamic Rep.","Birth rate, crude (per 1,000 people)",18.788,18.289,17.959,17.774,17.708,17.736,17.838,17.986,18.146,18.28,18.347,18.315,18.175,17.927,17.567999999999998,17.102999999999998,,,257,N
1061,Iraq,"Birth rate, crude (per 1,000 people)",35.686,35.391,35.145,34.966,34.859,34.821999999999996,34.841,34.884,34.922,34.933,34.891,34.778,34.591,34.333,34.009,33.628,,,257,N
1064,Israel,"Birth rate, crude (per 1,000 people)",21.7,21.2,21.2,21.7,21.3,20.8,21.0,21.1,21.5,21.5,21.8,21.4,21.6,21.3,21.5,21.3,,,257,N
1079,Lebanon,"Birth rate, crude (per 1,000 people)",18.53,17.61,16.651,15.697000000000001,14.795,14.020999999999999,13.454,13.128,13.048,13.2,13.535,13.982000000000001,14.449000000000002,14.862,15.177,15.377,,,257,N
1103,Morocco,"Birth rate, crude (per 1,000 people)",22.219,21.953000000000003,21.747,21.574,21.424,21.3,21.218000000000004,21.186999999999998,21.203000000000003,21.249000000000002,21.289,21.283,21.203000000000003,21.03,20.759,20.397000000000002,,,257,N
1133,Saudi Arabia,"Birth rate, crude (per 1,000 people)",26.37,25.848000000000003,25.398000000000003,24.993000000000002,24.612,24.234,23.837,23.418000000000003,22.973000000000003,22.502,22.018,21.54,21.087,20.668000000000003,20.284000000000002,19.921,,,257,N
1157,Syrian Arab Republic,"Birth rate, crude (per 1,000 people)",31.133000000000003,30.62,30.095,29.585,29.095,28.62,28.148000000000003,27.66,27.139,26.579,25.963,25.276,24.526,23.735,22.93,22.158,,,257,N
1170,United Arab Emirates,"Birth rate, crude (per 1,000 people)",16.465,15.970999999999998,15.5,15.024000000000001,14.533,14.024000000000001,13.507,13.0,12.520999999999999,12.073,11.655999999999999,11.265,10.895,10.54,10.202,9.885,,,257,N
1211,Middle East & North Africa,Births attended by skilled health staff (% of total),78.6109157467412,,,,,,,,,,,,,88.1147376497003,,,,,242,N
1282,"Egypt, Arab Rep.",Births attended by skilled health staff (% of total),60.9,,,69.4,,74.2,,,78.9,,,,,,91.5,,,,242,N
1309,"Iran, Islamic Rep.",Births attended by skilled health staff (% of total),89.6,,,,,97.3,,,,,96.4,96.4,,,,,,,242,N
1310,Iraq,Births attended by skilled health staff (% of total),65.2,,,,,,88.5,79.7,,,,90.9,,,,,,,242,N
1326,Lebanon,Births attended by skilled health staff (% of total),99.9,,,,98.2,,,,,,,,,,,,,,242,N
1348,Morocco,Births attended by skilled health staff (% of total),,,,,62.6,,,,,,74.1,73.6,,,,,,,242,N
1378,Saudi Arabia,Births attended by skilled health staff (% of total),91.0,,,,96.0,96.0,96.0,97.0,97.0,97.0,97.0,,,98.0,,,,,242,N
1398,Syrian Arab Republic,Births attended by skilled health staff (% of total),,,,,89.7,,91.5,,,96.2,,,,,,,,,242,N
1413,United Arab Emirates,Births attended by skilled health staff (% of total),,,,100.0,100.0,,,,100.0,,,,,,,,,,242,N
1453,Middle East & North Africa,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",19.764693845925628,,,,,17.158566378986073,,,,,18.63242996393079,,,,,14.968295277845641,,,229,F
1520,"Egypt, Arab Rep.","Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",15.7912131284168,,,,,14.1041003158597,,,,,12.8989866346377,,,,,12.861393893450902,,,229,F
1546,"Iran, Islamic Rep.","Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",9.015323530750178,,,,,9.01818757664064,,,,,11.061285597346098,,,,,12.2388337123998,,,229,F
1547,Iraq,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",16.4077984180823,,,,,6.25550295375723,,,,,11.421554769154,,,,,7.36122144667459,,,229,F
1549,Israel,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",7.00477094805739,,,,,4.85542951433729,,,,,5.4179951096105805,,,,,6.51669239042711,,,229,F
1563,Lebanon,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",10.7133943727557,,,,,8.00888480151354,,,,,8.06372203000784,,,,,7.829418868423481,,,229,F
1583,Morocco,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",26.469271797158104,,,,,25.1203021047826,,,,,26.1628482797855,,,,,24.2642470739302,,,229,F
1609,Saudi Arabia,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",13.7822151024632,,,,,12.316093858859,,,,,12.079279556209302,,,,,11.4968842237433,,,229,F
1630,Syrian Arab Republic,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",20.4126560032684,,,,,19.199414159813603,,,,,17.7125043245758,,,,,4.08846927376215,,,229,F
1643,United Arab Emirates,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",9.689234701288848,,,,,7.129303569968621,,,,,8.11706796501691,,,,,7.90847699157441,,,229,F
1682,Middle East & North Africa,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",6.70259152099334,,,,,5.3677682473935295,,,,,5.831938960984606,,,,,4.179131571615624,,,229,M
1749,"Egypt, Arab Rep.","Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",6.00971846471238,,,,,5.0267269936253,,,,,4.1858842310157405,,,,,4.5655180152857,,,229,M
1775,"Iran, Islamic Rep.","Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",3.5232295180423097,,,,,3.73691427738465,,,,,4.41161564817863,,,,,4.66519247657108,,,229,M
1776,Iraq,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",3.23256681741397,,,,,0.6984911013468051,,,,,1.77824472162253,,,,,0.993367809724287,,,229,M
1778,Israel,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",3.27239014643515,,,,,4.0352955631149,,,,,4.00733827764256,,,,,3.80986495153202,,,229,M
1792,Lebanon,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",5.532424463159059,,,,,4.3945248203854,,,,,4.39414345051557,,,,,3.39616969611313,,,229,M
1812,Morocco,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",11.454358106313,,,,,10.830603950566099,,,,,11.312886940321699,,,,,11.5002655927142,,,229,M
1838,Saudi Arabia,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",5.17104611884554,,,,,4.58459650856954,,,,,4.87773534740429,,,,,4.212013651263439,,,229,M
1859,Syrian Arab Republic,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",5.23370408713643,,,,,5.10947086633807,,,,,5.34030441149628,,,,,0.9718748536364951,,,229,M
1872,United Arab Emirates,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",4.32306255175367,,,,,3.1398636318737596,,,,,4.09290297043257,,,,,4.14580125604609,,,229,M
1911,Middle East & North Africa,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",8.453876174167814,,,,,7.6535279230701745,,,,,7.261350594994023,,,,,6.511346751632629,,,229,F
1978,"Egypt, Arab Rep.","Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",5.85017973602803,,,,,5.06176284558235,,,,,4.38310171745929,,,,,4.032522197636649,,,229,F
2004,"Iran, Islamic Rep.","Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",4.82460329209112,,,,,5.25111195119126,,,,,6.40281756919561,,,,,6.86677624668403,,,229,F
2005,Iraq,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",6.84340592899434,,,,,4.38711080587937,,,,,4.95564075759709,,,,,4.14929005704481,,,229,F
2007,Israel,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",1.9956757713533797,,,,,3.3354495455915805,,,,,3.5044774506770597,,,,,4.141954897418009,,,229,F
2021,Lebanon,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",3.22322064601494,,,,,2.2046551552095295,,,,,2.27345073978011,,,,,2.3759227446050297,,,229,F
2041,Morocco,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",12.3899259190226,,,,,10.8769617778596,,,,,10.0360762858692,,,,,8.99227649097149,,,229,F
2067,Saudi Arabia,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",7.966264029352031,,,,,7.48690811622503,,,,,7.478622871883791,,,,,7.00948090482036,,,229,F
2088,Syrian Arab Republic,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",6.658100073875261,,,,,5.95758162216977,,,,,5.359150336950879,,,,,3.1160640004799105,,,229,F
2101,United Arab Emirates,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",7.58937885575004,,,,,3.465022765969,,,,,3.17074002494524,,,,,2.70471398544797,,,229,F
2140,Middle East & North Africa,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",6.6058491413895855,,,,,6.083811378222404,,,,,6.031664707936049,,,,,5.392950559742172,,,229,M
2207,"Egypt, Arab Rep.","Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",4.76752689695241,,,,,4.083808959926911,,,,,3.4916376118049,,,,,3.1418258823654996,,,229,M
2233,"Iran, Islamic Rep.","Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",3.73397010198932,,,,,5.0692307018791904,,,,,7.11693967305961,,,,,8.184387329165961,,,229,M
2234,Iraq,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",5.10218043861461,,,,,2.86281004628828,,,,,3.8140580153504597,,,,,2.8651830494585497,,,229,M
2236,Israel,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",4.3220861973381,,,,,4.0488421160910395,,,,,4.34236205937905,,,,,5.015845984608791,,,229,M
2250,Lebanon,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",4.36897674030046,,,,,3.76145726333049,,,,,3.57596062212924,,,,,3.00310789570561,,,229,M
2270,Morocco,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",11.671738325071399,,,,,10.95367631698,,,,,11.792757834639099,,,,,11.859375054193,,,229,M
2296,Saudi Arabia,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",5.35414345455835,,,,,4.824610535471559,,,,,4.6737214820400705,,,,,4.15732188004712,,,229,M
2317,Syrian Arab Republic,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",3.8946292044688,,,,,3.60546631314534,,,,,3.49138011131198,,,,,1.77318943128696,,,229,M
2330,United Arab Emirates,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",8.690533818279379,,,,,3.39091342019556,,,,,3.08943056162372,,,,,2.81730548632259,,,229,M
2369,Middle East & North Africa,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",29.8971212287923,,,,,35.50501237841677,,,,,29.273047908912908,,,,,41.91964492183765,,,229,F
2436,"Egypt, Arab Rep.","Cause of death, by injury, ages 15-34,   (% of relevant age group)",19.3137322958819,,,,,17.0853612406476,,,,,16.1491914672011,,,,,16.092533084683,,,229,F
2462,"Iran, Islamic Rep.","Cause of death, by injury, ages 15-34,   (% of relevant age group)",47.416915590731705,,,,,46.320025585272894,,,,,43.545663503771,,,,,42.3395277491294,,,229,F
2463,Iraq,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",42.5490594251457,,,,,75.5779506421034,,,,,54.8770478966706,,,,,68.8544601790755,,,229,F
2465,Israel,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",39.8734876057788,,,,,42.2303807622711,,,,,37.5125742280823,,,,,31.9801054551916,,,229,F
2479,Lebanon,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",29.6652066442975,,,,,31.4837706802663,,,,,31.072719265169397,,,,,32.5081431852768,,,229,F
2499,Morocco,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",22.194799610352103,,,,,23.7630327090093,,,,,25.9625003154468,,,,,24.803188691687,,,229,F
2525,Saudi Arabia,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",34.088458103334396,,,,,35.2069072865713,,,,,33.4945170511184,,,,,34.9330586156634,,,229,F
2546,Syrian Arab Republic,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",17.701706899297896,,,,,18.8731816300293,,,,,16.7561091503411,,,,,82.6156649263441,,,229,F
2559,United Arab Emirates,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",35.2289985714115,,,,,43.0932957982131,,,,,31.2771637020611,,,,,29.0799700137674,,,229,F
2598,Middle East & North Africa,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",58.85320680486276,,,,,65.62659273729327,,,,,60.68114799736247,,,,,70.23854572445205,,,229,M
2665,"Egypt, Arab Rep.","Cause of death, by injury, ages 15-34,  (% of relevant age group)",41.4495119983344,,,,,42.6814276587577,,,,,45.6456900077168,,,,,42.6912481444062,,,229,M
2691,"Iran, Islamic Rep.","Cause of death, by injury, ages 15-34,  (% of relevant age group)",66.6254203532359,,,,,68.4975663726929,,,,,68.3810508153181,,,,,70.86655798730791,,,229,M
2692,Iraq,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",76.7266839555586,,,,,93.97097639557529,,,,,83.6428721907432,,,,,90.3262545814374,,,229,M
2694,Israel,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",65.9373410599258,,,,,66.27994155997341,,,,,59.137116363827495,,,,,50.728441272802705,,,229,M
2708,Lebanon,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",64.7240255883498,,,,,66.926550340748,,,,,66.5616773179751,,,,,69.982144112707,,,229,M
2728,Morocco,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",49.834898977232704,,,,,51.7426679530544,,,,,54.8101325470984,,,,,53.892931067704296,,,229,M
2754,Saudi Arabia,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",72.84848862937629,,,,,73.7185606476672,,,,,71.69002923785271,,,,,73.66728828698758,,,229,M
2775,Syrian Arab Republic,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",48.535820557757795,,,,,50.6162871912305,,,,,50.390843556569,,,,,91.5397939074539,,,229,M
2788,United Arab Emirates,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",62.049836819247396,,,,,70.55055299931041,,,,,58.944384363456706,,,,,56.3223666253478,,,229,M
2827,Middle East & North Africa,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",8.784739311360807,,,,,10.2790509372923,,,,,8.46393908913974,,,,,12.30640441243576,,,229,F
2894,"Egypt, Arab Rep.","Cause of death, by injury, ages 35-59,  (% of relevant age group)",4.480676000519191,,,,,4.09789742191719,,,,,4.15421551724119,,,,,4.19580689317265,,,229,F
2920,"Iran, Islamic Rep.","Cause of death, by injury, ages 35-59,  (% of relevant age group)",13.5224514302024,,,,,13.030677832074499,,,,,10.731219472431,,,,,10.3504305540088,,,229,F
2921,Iraq,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",14.335171886183698,,,,,36.63827358401029,,,,,20.0829445251542,,,,,30.007612476219002,,,229,F
2923,Israel,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",8.05125866095736,,,,,9.18053592327968,,,,,7.97104529087861,,,,,6.958582846268259,,,229,F
2937,Lebanon,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",6.608744655262071,,,,,5.954674629567701,,,,,5.6954696618318,,,,,6.26556447888107,,,229,F
2957,Morocco,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",8.91128665551295,,,,,9.17340313775123,,,,,9.371993319979289,,,,,8.84950937368767,,,229,F
2983,Saudi Arabia,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",13.4746156460009,,,,,13.9799423272579,,,,,13.1878059667766,,,,,14.147213722340801,,,229,F
3004,Syrian Arab Republic,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",4.84928908751315,,,,,5.05462831501621,,,,,5.213043479450491,,,,,43.484596585341606,,,229,F
