,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,number of countries
474,Middle East & North Africa,MEA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.6922081465501,41.05339533821015,39.42492172313988,39.1219233516051,38.83094719062522,38.54901208044478,38.2617444494884,38.001044728626795,38.19180574585001,38.40579497578639,38.64726595896634,38.9156696380526,39.21277740584303,38.983264077264266,38.77221284347651,38.54915508425693,,,240
485,South Asia,SAS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,71.61759830975397,68.41197044361614,65.2097092619951,62.38459741148754,59.56771519857372,56.758338850850656,53.93363926701888,51.11629020321385,48.68751159368919,46.26757983072711,43.85663839800331,41.46113613670257,39.05850013176442,37.01933355519861,34.96506065517127,32.89421897738952,,,240
487,Sub-Saharan Africa,SSF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,128.95517228924828,127.86807387141234,126.81480889956755,125.04928256882285,123.31455652181648,121.60102108817208,119.87697459272025,118.16972257398035,116.25652327519093,114.31442839937205,112.33773158697944,110.32856820510295,108.30124812005668,105.70159405944977,103.11696046105507,100.55638684113936,,,240
690,East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),SP.POP.DPND,49.20775941889795,48.22932679317189,47.03386607392991,45.74471849028571,44.560918189183305,43.58330498931432,42.84846262987622,42.227262885468186,41.753350979597954,41.438458613894724,41.28456023349888,41.283885447971294,41.43372592788985,41.71574775694901,42.0922442059021,42.538153101749145,43.12257044481283,,240
694,Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),SP.POP.DPND,49.977357304737396,49.63322948319696,49.30112857050372,48.962712351610136,48.59674351976414,48.19903214504658,47.9695494488597,47.7080741107988,47.491177735150174,47.398727621518496,47.47778941004432,47.84276711831316,48.318808627233686,48.89785225246901,49.5473912819304,50.23309155769096,50.963818682678735,,240
707,Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),SP.POP.DPND,60.95311858361147,60.106393400746796,59.24629720671547,58.385722797330075,57.53980208855298,56.71694081051203,55.85960023992444,55.03000855044359,54.2274857013633,53.453994706211795,52.719270953655894,52.051331480257204,51.4353589093084,50.87435420677743,50.37228148627205,49.93375061635707,49.6338510531557,,240
714,Middle East & North Africa,MEA,Age dependency ratio (% of working-age population),SP.POP.DPND,70.27641766400649,68.03594395839181,65.83973086377306,63.71574108371796,61.725175602391545,59.93233671833232,58.52484311221614,57.25177196534329,56.173666828374785,55.33771031927595,54.7507607982918,54.505274599559215,54.47742220725956,54.60486653823836,54.77992999034368,54.92549072130973,55.16138400197895,,240
725,South Asia,SAS,Age dependency ratio (% of working-age population),SP.POP.DPND,67.23040458087459,66.41851608590716,65.50841266459177,64.54107806799293,63.56258529518714,62.59592139349379,61.82945348307297,61.07400766551528,60.313885702638714,59.513196949193535,58.656563369023154,57.889046101146405,57.02680420948248,56.126648507659425,55.268157260733474,54.49292161378657,53.801623137224105,,240
727,Sub-Saharan Africa,SSF,Age dependency ratio (% of working-age population),SP.POP.DPND,90.40814015330422,90.43896204412329,90.29799585948895,90.05188143381916,89.75957218714252,89.4451301663,89.47210375352796,89.39506550133676,89.2184014564138,88.93692572930283,88.55468373243073,88.33327422240879,87.97732796471861,87.5087918121472,86.94586031770216,86.3004917580154,85.80617316293383,,240
930,East Asia & Pacific,EAS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.82656725852295,15.300480400135925,14.90036955974037,14.567605590841804,14.408237649725814,14.399512145218383,14.188963889985287,14.179269704610181,14.145693546729007,14.067707645199494,13.878406707672827,13.850853391053311,13.914073288798273,13.786043965323627,13.8944461791451,13.6570107981299,,,257
934,Europe & Central Asia,ECS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.672673114769216,11.530675173271794,11.65589082492415,11.718040373477757,11.908043989210482,11.847319030762876,12.055505866413505,12.342427493756585,12.715674567283495,12.669681836811831,12.696486579061641,12.539947747504199,12.607983480135177,12.415023320848752,12.488171211729087,12.377839091927955,,,257
947,Latin America & Caribbean,LCN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.25462550778301,21.78401695072952,21.315327471747764,20.857077373993864,20.41573663654416,19.99378999619612,19.598178298635077,19.237740822000184,18.914720280450265,18.621221397331947,18.35059160669207,18.1004931607816,17.85505667162071,17.60922705381737,17.35844085794004,17.100556593265413,,,257
954,Middle East & North Africa,MEA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.688536590220995,24.34569399142417,24.112524294835033,23.966513070557088,23.865639196401496,23.82318712663859,23.86066668051035,23.950360939970718,24.07116081776709,24.2088805348564,24.31865744144672,24.338611368893947,24.26607321995611,24.066097731214967,23.75322559214549,23.31789855096489,,,257
965,South Asia,SAS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.43707202858797,26.947204003000323,26.47052014707168,26.006700829067654,25.55124714216846,25.09481825277809,24.624728919574558,24.13629996273741,23.630050682687568,23.111954292989797,22.597387617601324,22.103591485248348,21.646344800336095,21.23457046533218,20.870683671811268,20.549402996907038,,,257
967,Sub-Saharan Africa,SSF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.76046154592947,41.530001559135286,41.286896774242074,41.032799205036405,40.768176558966495,40.49000734790335,40.19481715456121,39.88385476119628,39.5546478967645,39.20636188480192,38.8389508253317,38.45053733361762,38.04294264989017,37.619328274093725,37.18537330237753,36.74507712792373,,,257
1187,East Asia & Pacific,EAS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,85.28205366507287,,,,,,,,,,,,,93.58588581761015,,,,,242
1191,Europe & Central Asia,ECS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,95.40735033450804,,,,,,,,,,,,,98.87610221276985,,,,,242
1204,Latin America & Caribbean,LCN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,87.27131618016195,,,,,,,,,,,,,94.1800143516452,,,,,242
1211,Middle East & North Africa,MEA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,78.6109157467412,,,,,,,,,,,,,88.1147376497003,,,,,242
1222,South Asia,SAS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,36.41883961573267,,,,,,,,,,,,,72.14158080346587,,,,,242
1224,Sub-Saharan Africa,SSF,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,41.20440699598801,,,,,,,,,,,,,55.264991999588844,,,,,242
1429,East Asia & Pacific,EAS,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,27.69512654538936,,,,,26.97198248526121,,,,,25.521897917283848,,,,,24.992582301035128,,,229
1433,Europe & Central Asia,ECS,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,14.14024275985633,,,,,15.83395750453235,,,,,17.12137791294446,,,,,19.287766715814413,,,229
1446,Latin America & Caribbean,LCN,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,30.414224992419364,,,,,27.54221790147668,,,,,19.64763370483588,,,,,20.022889670045604,,,229
1453,Middle East & North Africa,MEA,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,19.764693845925628,,,,,17.158566378986073,,,,,18.63242996393079,,,,,14.968295277845641,,,229
1464,South Asia,SAS,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,44.22222252814008,,,,,42.00653098194503,,,,,36.811328682188346,,,,,32.48051087067075,,,229
1466,Sub-Saharan Africa,SSF,"Cause of death, by communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.COMM.1534.FE.ZS,75.6818883597078,,,,,76.49273247083805,,,,,70.42800204960395,,,,,64.62967925775021,,,229
1658,East Asia & Pacific,EAS,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,19.406824221756594,,,,,17.92770810414271,,,,,16.188461243045154,,,,,15.867540792273186,,,229
1662,Europe & Central Asia,ECS,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,8.91719197939012,,,,,10.118813961496024,,,,,11.371110296901026,,,,,13.49758221725935,,,229
1675,Latin America & Caribbean,LCN,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,12.173295267748609,,,,,10.816080871197416,,,,,8.016086728470821,,,,,8.239712748855153,,,229
1682,Middle East & North Africa,MEA,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,6.70259152099334,,,,,5.3677682473935295,,,,,5.831938960984606,,,,,4.179131571615624,,,229
1693,South Asia,SAS,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,26.11251715929948,,,,,26.08357692334672,,,,,22.13269207106081,,,,,19.080056021108856,,,229
1695,Sub-Saharan Africa,SSF,"Cause of death, by communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.COMM.1534.MA.ZS,49.084189580834,,,,,49.71545983025221,,,,,43.571331256389605,,,,,40.36328356186007,,,229
1887,East Asia & Pacific,EAS,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,10.700015678064098,,,,,9.475051549726157,,,,,8.647649383235379,,,,,7.854026883370178,,,229
1891,Europe & Central Asia,ECS,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,5.04836866563191,,,,,5.958812204641464,,,,,5.987846894005778,,,,,6.269961453660574,,,229
1904,Latin America & Caribbean,LCN,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,12.804672286912592,,,,,12.819816959862607,,,,,10.819019576881622,,,,,10.643415031888274,,,229
1911,Middle East & North Africa,MEA,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,8.453876174167814,,,,,7.6535279230701745,,,,,7.261350594994023,,,,,6.511346751632629,,,229
1922,South Asia,SAS,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,25.868431201666862,,,,,24.606247898591256,,,,,20.85699798074365,,,,,17.8440085786748,,,229
1924,Sub-Saharan Africa,SSF,"Cause of death, by communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.COMM.3559.FE.ZS,63.43972612648743,,,,,66.32246883380604,,,,,59.64839742158412,,,,,51.48373556089344,,,229
2116,East Asia & Pacific,EAS,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,12.3442894255045,,,,,11.466587398671624,,,,,10.574371851647932,,,,,9.817051661910593,,,229
2120,Europe & Central Asia,ECS,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,7.563079586930717,,,,,8.199202684855267,,,,,7.597419770234497,,,,,8.360914487723084,,,229
2133,Latin America & Caribbean,LCN,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,12.750062812000795,,,,,12.520105432154725,,,,,10.890032146142756,,,,,11.04529602517889,,,229
2140,Middle East & North Africa,MEA,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,6.6058491413895855,,,,,6.083811378222404,,,,,6.031664707936049,,,,,5.392950559742172,,,229
2151,South Asia,SAS,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,25.071330332152176,,,,,24.418272430433802,,,,,20.679940581425182,,,,,18.003838228955775,,,229
2153,Sub-Saharan Africa,SSF,"Cause of death, by communicable diseases, ages 35-59, male (% of relevant age group)",SH.DTH.COMM.3559.MA.ZS,58.81072389071557,,,,,61.618032380514315,,,,,54.58737551084897,,,,,50.26116795354379,,,229
2345,East Asia & Pacific,EAS,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,29.278881441083776,,,,,28.757506505856465,,,,,28.782941379629012,,,,,27.94750255535025,,,229
2349,Europe & Central Asia,ECS,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,38.49833120073986,,,,,36.142883597528346,,,,,32.55589295957476,,,,,28.719575120963512,,,229
2362,Latin America & Caribbean,LCN,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,27.849488028448445,,,,,29.746102436654603,,,,,43.40272967123384,,,,,34.04744830844072,,,229
2369,Middle East & North Africa,MEA,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,29.8971212287923,,,,,35.50501237841677,,,,,29.273047908912908,,,,,41.91964492183765,,,229
2380,South Asia,SAS,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,28.18731172519508,,,,,29.63685698513139,,,,,31.385968458412076,,,,,32.98508494125421,,,229
2382,Sub-Saharan Africa,SSF,"Cause of death, by injury, ages 15-34, female  (% of relevant age group)",SH.DTH.INJR.1534.FE.ZS,9.768870056568877,,,,,8.937172971698436,,,,,10.869481899713213,,,,,12.496522937324462,,,229
2574,East Asia & Pacific,EAS,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,48.15092289091081,,,,,50.026178634178,,,,,50.807026168766996,,,,,50.00564374627678,,,229
2578,Europe & Central Asia,ECS,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,59.209986811770065,,,,,56.101240065293176,,,,,52.42931917630893,,,,,48.49111175863475,,,229
2591,Latin America & Caribbean,LCN,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,64.87964901807831,,,,,66.19836320077643,,,,,72.85885036004237,,,,,70.26833149436443,,,229
2598,Middle East & North Africa,MEA,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,58.85320680486276,,,,,65.62659273729327,,,,,60.68114799736247,,,,,70.23854572445205,,,229
2609,South Asia,SAS,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,44.012451142301686,,,,,45.23780405438939,,,,,47.67883605256724,,,,,49.723114178486654,,,229
2611,Sub-Saharan Africa,SSF,"Cause of death, by injury, ages 15-34, male (% of relevant age group)",SH.DTH.INJR.1534.MA.ZS,29.814818520917296,,,,,27.73642756208763,,,,,31.06833479059875,,,,,32.65635218529454,,,229
2803,East Asia & Pacific,EAS,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,10.435405704953391,,,,,10.390922346883746,,,,,10.706256326118684,,,,,10.394704059622867,,,229
2807,Europe & Central Asia,ECS,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,12.600632018318105,,,,,11.760931793299735,,,,,9.816995420084881,,,,,8.768285031482021,,,229
2820,Latin America & Caribbean,LCN,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,7.059974142124009,,,,,7.218910685163003,,,,,12.371376871729806,,,,,7.9396730884175275,,,229
2827,Middle East & North Africa,MEA,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,8.784739311360807,,,,,10.2790509372923,,,,,8.46393908913974,,,,,12.30640441243576,,,229
2838,South Asia,SAS,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,8.381280804566552,,,,,9.182913125078256,,,,,9.207818868152788,,,,,9.682589812916039,,,229
2840,Sub-Saharan Africa,SSF,"Cause of death, by injury, ages 35-59, female (% of relevant age group)",SH.DTH.INJR.3559.FE.ZS,4.751014885180831,,,,,3.908670105888509,,,,,4.818282857846473,,,,,5.7701616911746285,,,229
3032,East Asia & Pacific,EAS,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,15.86191503110256,,,,,15.862321084976983,,,,,15.818386783546313,,,,,15.369001374271653,,,229
3036,Europe & Central Asia,ECS,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,22.48919844734322,,,,,20.89321204378621,,,,,18.234155575539674,,,,,16.716703646578086,,,229
3049,Latin America & Caribbean,LCN,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,22.466421743421087,,,,,22.24796388407829,,,,,27.742686880488787,,,,,23.75670676600976,,,229
3056,Middle East & North Africa,MEA,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,18.192534278796735,,,,,20.56196102795495,,,,,18.555535467525964,,,,,24.025960470196825,,,229
3067,South Asia,SAS,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,14.618316037162366,,,,,15.08912854398968,,,,,15.216512916452515,,,,,15.781421615419472,,,229
3069,Sub-Saharan Africa,SSF,"Cause of death, by injury, ages 35-59, male (% of relevant age group)",SH.DTH.INJR.3559.MA.ZS,11.594043812892316,,,,,9.898535676569665,,,,,11.611217936976475,,,,,12.53350800351186,,,229
3261,East Asia & Pacific,EAS,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,43.025992013200934,,,,,44.27051100353258,,,,,45.69516070809519,,,,,47.05991514684712,,,229
3265,Europe & Central Asia,ECS,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,47.361426039603565,,,,,48.02315889447018,,,,,50.32272912163178,,,,,51.992658157228995,,,229
3278,Latin America & Caribbean,LCN,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,41.73628697981865,,,,,42.71167966057625,,,,,36.94963662491621,,,,,45.9296620216854,,,229
3285,Middle East & North Africa,MEA,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,50.3381849197808,,,,,47.33642124192149,,,,,52.094522125899594,,,,,43.11205979749864,,,229
3296,South Asia,SAS,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,27.590465764159603,,,,,28.356612020191626,,,,,31.802702862660297,,,,,34.53440418927265,,,229
3298,Sub-Saharan Africa,SSF,"Cause of death, by non-communicable diseases, ages 15-34, female (% of relevant age group)",SH.DTH.NCOM.1534.FE.ZS,14.549241583292234,,,,,14.570094555927115,,,,,18.702516048284146,,,,,22.873797802971055,,,229
3490,East Asia & Pacific,EAS,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,32.44225288575914,,,,,32.04611326144552,,,,,33.0045125901802,,,,,34.126815460661106,,,229
3494,Europe & Central Asia,ECS,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,31.872821210262384,,,,,33.77994597307642,,,,,36.199570524791405,,,,,38.011306033220635,,,229
3507,Latin America & Caribbean,LCN,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,22.94705571271556,,,,,22.98555593130668,,,,,19.125062916008254,,,,,21.491955757936736,,,229
3514,Middle East & North Africa,MEA,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,34.444201672249626,,,,,29.005639014673196,,,,,33.48691304265376,,,,,25.582322705065078,,,229
3525,South Asia,SAS,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,29.875031696244672,,,,,28.67861901992558,,,,,30.188471878641305,,,,,31.19682981115357,,,229
3527,Sub-Saharan Africa,SSF,"Cause of death, by non-communicable diseases, ages 15-34, male (% of relevant age group)",SH.DTH.NCOM.1534.MA.ZS,21.10099190185869,,,,,22.548112610108326,,,,,25.360333953504433,,,,,26.980364254160413,,,229
3719,East Asia & Pacific,EAS,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,78.86457861637801,,,,,80.13402610333216,,,,,80.6460942919583,,,,,81.75126905145923,,,229
3723,Europe & Central Asia,ECS,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,82.35099931790198,,,,,82.2802560064618,,,,,84.19515768578526,,,,,84.96175351324182,,,229
3736,Latin America & Caribbean,LCN,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,80.1353535662578,,,,,79.96127234339501,,,,,76.80960355357762,,,,,81.41691188068984,,,229
3743,Middle East & North Africa,MEA,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,82.76138451263473,,,,,82.06742114291589,,,,,84.27471030899255,,,,,81.182248840922,,,229
3754,South Asia,SAS,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,65.75028799441671,,,,,66.21083897867773,,,,,69.93518315994723,,,,,72.47340160287466,,,229
3756,Sub-Saharan Africa,SSF,"Cause of death, by non-communicable diseases, ages 35-59, female (% of relevant age group)",SH.DTH.NCOM.3559.FE.ZS,31.809258984661227,,,,,29.768861062014214,,,,,35.53331971949099,,,,,42.7461027506354,,,229
