,Country Name,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,number of countries,Gender
327,Guinea,"Adjusted net enrollment rate, primary,  (% of primary school age children)",52.2484283447266,55.405490875244105,63.186649322509794,66.3611526489258,69.1220703125,70.576286315918,72.1186294555664,73.7673263549805,72.57518005371091,73.7287216186523,76.8827896118164,79.8140335083008,79.1869201660156,80.1834030151367,83.69183349609379,,,,223,M
328,Guinea-Bissau,"Adjusted net enrollment rate, primary,  (% of primary school age children)",54.7437515258789,,,,,,,,,,70.9143295288086,,,,,,,,223,M
383,Nigeria,"Adjusted net enrollment rate, primary,  (% of primary school age children)",71.4484405517578,,,,72.1317977905273,72.3411865234375,72.20008850097659,78.4152297973633,70.7101669311523,71.56080627441409,71.120231628418,,,,,,,,223,M
389,Papua New Guinea,"Adjusted net enrollment rate, primary,  (% of primary school age children)",,,,,,,,,,,,,90.4455337524414,,,,,,223,M
410,South Africa,"Adjusted net enrollment rate, primary,  (% of primary school age children)",89.37352752685551,88.44769287109379,87.58606719970699,86.94317626953129,85.70835876464841,83.2331085205078,,,,,,,,,,,,,223,M
411,South Sudan,"Adjusted net enrollment rate, primary,  (% of primary school age children)",,,,,,,,,,,,47.401859283447294,,,,35.108268737793004,,,223,M
417,Sudan,"Adjusted net enrollment rate, primary,  (% of primary school age children)",,,,,,,,,,,,60.5225410461426,53.473461151123,,,,,,223,M
487,Sub-Saharan Africa,"Adolescent fertility rate (births per 1,000 women ages 15-19)",128.95517228924828,127.86807387141234,126.81480889956755,125.04928256882285,123.31455652181648,121.60102108817208,119.87697459272025,118.16972257398035,116.25652327519093,114.31442839937205,112.33773158697944,110.32856820510295,108.30124812005668,105.70159405944977,103.11696046105507,100.55638684113936,,,240,N
524,Central African Republic,"Adolescent fertility rate (births per 1,000 women ages 15-19)",127.2816,124.9088,122.536,119.3534,116.1708,112.9882,109.8056,106.62299999999999,104.9652,103.3074,101.6496,99.9918,98.334,95.7756,93.2172,90.6588,,,240,N
546,Equatorial Guinea,"Adolescent fertility rate (births per 1,000 women ages 15-19)",130.8264,129.7992,128.77200000000002,127.5878,126.4036,125.2194,124.0352,122.851,121.147,119.443,117.73899999999999,116.035,114.331,112.0642,109.7974,107.5306,,,240,N
563,Guinea,"Adolescent fertility rate (births per 1,000 women ages 15-19)",168.9176,167.1008,165.28400000000002,163.303,161.322,159.341,157.36,155.379,153.4778,151.5766,149.6754,147.7742,145.873,143.7726,141.6722,139.5718,,,240,N
564,Guinea-Bissau,"Adolescent fertility rate (births per 1,000 women ages 15-19)",130.187,128.766,127.345,126.3438,125.3426,124.3414,123.3402,122.339,117.691,113.04299999999999,108.395,103.74700000000001,99.09899999999999,95.2424,91.3858,87.5292,,,240,N
621,Nigeria,"Adolescent fertility rate (births per 1,000 women ages 15-19)",132.8236,131.5528,130.282,128.8608,127.4396,126.0184,124.5972,123.176,121.9508,120.7256,119.5004,118.2752,117.05,114.46799999999999,111.88600000000001,109.304,,,240,N
626,Papua New Guinea,"Adolescent fertility rate (births per 1,000 women ages 15-19)",66.2674,65.6352,65.003,64.256,63.50899999999999,62.762,62.015,61.268,60.3922,59.5164,58.6406,57.7648,56.888999999999996,56.07,55.251000000000005,54.431999999999995,,,240,N
649,South Africa,"Adolescent fertility rate (births per 1,000 women ages 15-19)",74.6672,72.6946,70.722,68.4096,66.0972,63.7848,61.4724,59.16,57.5004,55.8408,54.1812,52.5216,50.861999999999995,48.7214,46.5808,44.4402,,,240,N
650,South Sudan,"Adolescent fertility rate (births per 1,000 women ages 15-19)",123.8528,121.8664,119.88,115.5712,111.2624,106.9536,102.6448,98.336,94.2836,90.2312,86.1788,82.1264,78.074,73.1924,68.3108,63.4292,,,240,N
655,Sudan,"Adolescent fertility rate (births per 1,000 women ages 15-19)",115.5174,117.1992,118.881,116.4282,113.9754,111.5226,109.0698,106.617,102.0868,97.5566,93.0264,88.4962,83.96600000000001,79.994,76.02199999999999,72.05,,,240,N
727,Sub-Saharan Africa,Age dependency ratio (% of working-age population),90.40814015330422,90.43896204412329,90.29799585948895,90.05188143381916,89.75957218714252,89.4451301663,89.47210375352796,89.39506550133676,89.2184014564138,88.93692572930283,88.55468373243073,88.33327422240879,87.97732796471861,87.5087918121472,86.94586031770216,86.3004917580154,85.80617316293383,,240,N
764,Central African Republic,Age dependency ratio (% of working-age population),85.313447390772,85.65462801521396,85.72097358251311,85.57471012581178,85.29031833553654,84.90318575246891,85.4387343893917,85.80328699476938,85.98296641518753,85.94327084321968,85.6568233142092,86.93429876559091,88.05063579515854,88.94831655062944,89.60548267097549,90.03543961763002,89.25124876997135,,240,N
786,Equatorial Guinea,Age dependency ratio (% of working-age population),79.67021236147954,78.64508724753505,77.55843726769638,76.63478678794753,75.92133238837705,75.35154034059994,74.43143661748546,73.49102449045337,72.68238751717541,71.9560496928245,71.21060201577991,70.61447912555553,69.78186169534528,68.96490973693606,68.24054281522088,67.54984918376773,67.2758396384676,,240,N
803,Guinea,Age dependency ratio (% of working-age population),91.02817447546414,91.1133763443609,90.95295027573971,90.59977672233047,90.10174705099013,89.5038529223419,89.34744930466066,89.01006926563005,88.53876159699247,87.95579376667965,87.27484518926016,86.87255352711217,86.29058372531001,85.59753961232839,84.87543018289742,84.1794945104257,83.68160592882101,,240,N
804,Guinea-Bissau,Age dependency ratio (% of working-age population),92.56030147251295,91.498021583549,90.32081029464993,89.05102595655781,87.72495172530762,86.40274736697167,85.5898357545804,84.73785881835883,83.8868744567242,83.06215882015864,82.27827932903298,82.0350144097149,81.66402547960003,81.23737586038159,80.81675076696115,80.40966300927663,80.34382269333074,,240,N
861,Nigeria,Age dependency ratio (% of working-age population),86.62469289226017,86.756790353408,86.78841802641573,86.75621311575442,86.68670219212788,86.59807162913663,87.08937988715323,87.42900335757172,87.65180979801588,87.78971429694536,87.85666978335094,88.21970339287128,88.46191514885521,88.55468424056562,88.4539044727035,88.15085740272256,88.09193794768312,,240,N
866,Papua New Guinea,Age dependency ratio (% of working-age population),75.08027072892011,74.94722035357006,74.68664181096956,74.35477648437524,74.00671850752548,73.65338177702209,73.324754074032,73.0139898127287,72.65530281638904,72.15272460557584,71.47214793004036,70.87425653041494,70.08864214949546,69.1857437586998,68.26949466766614,67.39555089994006,66.66239273866503,,240,N
889,South Africa,Age dependency ratio (% of working-age population),60.34269955010189,59.58894088977728,58.75890172610706,57.89397507314361,57.04900299545096,56.25491900187181,55.786285312459775,55.341855490051024,54.920479014062316,54.51122284302758,54.11574802066529,53.74598369576492,53.39409673683882,53.070510200521895,52.774304605752924,52.50067023313024,52.40857603118041,,240,N
890,South Sudan,Age dependency ratio (% of working-age population),91.77179215804571,92.11401825601057,91.99595489474184,91.52765015608641,90.93056787198357,90.37362535198172,90.05919380258348,89.66910698675647,89.18768335393406,88.52922644794886,87.63762454962331,87.16765374817804,86.48937554785765,85.63953395674392,84.68613208831512,83.66892486277158,82.95606444455879,,240,N
895,Sudan,Age dependency ratio (% of working-age population),88.21454074861502,88.0936061848963,88.00251119575869,87.88471888470968,87.63365468015307,87.1981472951694,87.26833833058201,87.16687642056401,86.91954923317628,86.57747521794926,86.1648850073546,85.45537042411141,84.61774584114708,83.68020890442763,82.67340811094456,81.63095351614044,80.71972964477612,,240,N
967,Sub-Saharan Africa,"Birth rate, crude (per 1,000 people)",41.76046154592947,41.530001559135286,41.286896774242074,41.032799205036405,40.768176558966495,40.49000734790335,40.19481715456121,39.88385476119628,39.5546478967645,39.20636188480192,38.8389508253317,38.45053733361762,38.04294264989017,37.619328274093725,37.18537330237753,36.74507712792373,,,257,N
1008,Central African Republic,"Birth rate, crude (per 1,000 people)",40.046,39.948,39.818000000000005,39.655,39.46,39.236999999999995,38.996,38.749,38.5,38.248000000000005,37.981,37.683,37.343,36.959,36.542,36.113,,,257,N
1031,Equatorial Guinea,"Birth rate, crude (per 1,000 people)",41.016999999999996,40.814,40.577,40.311,40.015,39.684,39.311,38.896,38.438,37.944,37.418,36.868,36.305,35.739000000000004,35.179,34.635,,,257,N
1050,Guinea,"Birth rate, crude (per 1,000 people)",42.781000000000006,42.378,41.974,41.566,41.153999999999996,40.738,40.316,39.89,39.459,39.025,38.588,38.146,37.701,37.254,36.805,36.357,,,257,N
1051,Guinea-Bissau,"Birth rate, crude (per 1,000 people)",41.33,41.045,40.806999999999995,40.601,40.416,40.242,40.073,39.902,39.717,39.507,39.254,38.946,38.579,38.154,37.675,37.146,,,257,N
1113,Nigeria,"Birth rate, crude (per 1,000 people)",43.151,43.07899999999999,42.985,42.864,42.714,42.535,42.331,42.111000000000004,41.875,41.622,41.343999999999994,41.03,40.674,40.275,39.838,39.372,,,257,N
1119,Papua New Guinea,"Birth rate, crude (per 1,000 people)",33.968,33.647,33.285,32.904,32.514,32.115,31.706999999999997,31.283,30.843000000000004,30.393,29.941999999999997,29.499000000000002,29.072,28.666,28.285999999999998,27.933000000000003,,,257,N
1144,South Africa,"Birth rate, crude (per 1,000 people)",24.329,24.101,23.892,23.698,23.511,23.331,23.159000000000002,22.995,22.836,22.678,22.51,22.322,22.108,21.865,21.594,21.296999999999997,,,257,N
1145,South Sudan,"Birth rate, crude (per 1,000 people)",43.086000000000006,42.485,41.906000000000006,41.364,40.867,40.411,39.988,39.578,39.169000000000004,38.755,38.336,37.915,37.5,37.095,36.7,36.315,,,257,N
1152,Sudan,"Birth rate, crude (per 1,000 people)",39.532,39.213,38.873000000000005,38.509,38.121,37.709,37.277,36.830999999999996,36.378,35.923,35.47,35.022,34.58,34.146,33.723,33.315,,,257,N
1224,Sub-Saharan Africa,Births attended by skilled health staff (% of total),41.20440699598801,,,,,,,,,,,,,55.264991999588844,,,,,242,N
1263,Central African Republic,Births attended by skilled health staff (% of total),31.7,,,,,,41.4,,43.7,43.7,40.0,,,,,,,,242,N
1284,Equatorial Guinea,Births attended by skilled health staff (% of total),64.6,,,,,,,,,,,68.3,,,,,,,242,N
1300,Guinea,Births attended by skilled health staff (% of total),,,,48.7,,38.0,,46.1,,,,,45.3,,,,,,242,N
1301,Guinea-Bissau,Births attended by skilled health staff (% of total),31.8,,,,,,31.0,,,,43.0,,,,45.0,,,,242,N
1358,Nigeria,Births attended by skilled health staff (% of total),,,,35.2,,,,,34.4,,,47.3,,35.2,,,,,242,N
1365,Papua New Guinea,Births attended by skilled health staff (% of total),41.0,39.0,,,39.0,,53.0,,,,,,,,,,,,242,N
1388,South Africa,Births attended by skilled health staff (% of total),,,,91.2,,,,,94.3,,,,,,,,,,242,N
1389,South Sudan,Births attended by skilled health staff (% of total),,,,,,,9.7,,,,19.4,,,,,,,,242,N
1394,Sudan,Births attended by skilled health staff (% of total),,,,,,,28.8,,,,72.5,,,,77.7,,,,242,N
1466,Sub-Saharan Africa,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",75.6818883597078,,,,,76.49273247083805,,,,,70.42800204960395,,,,,64.62967925775021,,,229,F
1502,Central African Republic,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",81.9276946200205,,,,,78.9227865828675,,,,,70.0472508208547,,,,,65.4335619542448,,,229,F
1522,Equatorial Guinea,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",56.734077349195296,,,,,55.6821423603442,,,,,59.0086563230805,,,,,54.41485989915049,,,229,F
1537,Guinea,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",73.1048945909377,,,,,72.03903845198009,,,,,65.3912847027901,,,,,63.402883978938505,,,229,F
1538,Guinea-Bissau,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",64.7117373275906,,,,,66.4341593995048,,,,,63.942864031856004,,,,,60.5839995132215,,,229,F
1592,Nigeria,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",74.4664719858943,,,,,75.8706513555614,,,,,74.6010232318878,,,,,71.4321371344569,,,229,F
1597,Papua New Guinea,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",50.6326988638544,,,,,50.386243361887395,,,,,46.366532826678,,,,,35.9652230910174,,,229,F
1619,South Africa,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",81.57845496494741,,,,,88.00586224798651,,,,,84.7737217763865,,,,,78.0512985487734,,,229,F
1620,South Sudan,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",82.7265760858218,,,,,82.8854561440432,,,,,78.83643670713471,,,,,73.0257989702974,,,229,F
1625,Sudan,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",44.3327940900124,,,,,42.0030868982808,,,,,35.8689913740193,,,,,34.70159431374,,,229,F
1695,Sub-Saharan Africa,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",49.084189580834,,,,,49.71545983025221,,,,,43.571331256389605,,,,,40.36328356186007,,,229,M
1731,Central African Republic,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",54.117363577494494,,,,,50.132289461027796,,,,,40.6582569427003,,,,,35.2111538529203,,,229,M
1751,Equatorial Guinea,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",31.6149117962221,,,,,29.5530740810567,,,,,34.5109552218804,,,,,34.6999923717835,,,229,M
1766,Guinea,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",44.050382539599504,,,,,42.0662402345425,,,,,36.1025569581465,,,,,37.252976814158295,,,229,M
1767,Guinea-Bissau,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",41.8763025834095,,,,,45.0363241960973,,,,,43.1049202273892,,,,,43.96263352687039,,,229,M
1821,Nigeria,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",51.7639092191848,,,,,53.097234847651606,,,,,50.5889149155838,,,,,48.84057457576179,,,229,M
1826,Papua New Guinea,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",32.8165302606447,,,,,32.6360234802928,,,,,27.512536349878697,,,,,20.499911401589,,,229,M
1848,South Africa,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",56.1730121301123,,,,,65.9344688775984,,,,,56.7004465197469,,,,,49.490638791658704,,,229,M
1849,South Sudan,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",58.335607858306595,,,,,58.213930467048904,,,,,54.1480296973948,,,,,44.075546825730704,,,229,M
1854,Sudan,"Cause of death, by communicable diseases, ages 15-34,  (% of relevant age group)",17.811185352744,,,,,17.9106545267453,,,,,15.8075033776806,,,,,15.715996475060198,,,229,M
1924,Sub-Saharan Africa,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",63.43972612648743,,,,,66.32246883380604,,,,,59.64839742158412,,,,,51.48373556089344,,,229,F
1960,Central African Republic,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",75.9059613543663,,,,,75.98158249991441,,,,,69.18509651418489,,,,,65.1872453516396,,,229,F
1980,Equatorial Guinea,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",37.7629356586501,,,,,42.4038255570883,,,,,47.3756456783834,,,,,43.726742008345006,,,229,F
1995,Guinea,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",56.5558918017019,,,,,56.7921938956843,,,,,48.103483518888204,,,,,46.00145345651771,,,229,F
1996,Guinea-Bissau,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",51.0792759588278,,,,,57.8656726328154,,,,,60.2742653462005,,,,,60.062702825774096,,,229,F
2050,Nigeria,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",58.5480101414095,,,,,61.872288812766506,,,,,62.251080491146794,,,,,58.5545182886326,,,229,F
2055,Papua New Guinea,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",25.4897667571134,,,,,27.3567682211138,,,,,24.0662914740847,,,,,17.7022747394489,,,229,F
2077,South Africa,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",58.783187867722205,,,,,72.8265289565424,,,,,70.48958694010808,,,,,61.304414096907394,,,229,F
2078,South Sudan,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",58.6487886015481,,,,,61.91569837509579,,,,,63.1381836818804,,,,,60.2224627052762,,,229,F
2083,Sudan,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",23.9799891428024,,,,,20.5910755321995,,,,,18.3598241774362,,,,,17.362261326284802,,,229,F
2153,Sub-Saharan Africa,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",58.81072389071557,,,,,61.618032380514315,,,,,54.58737551084897,,,,,50.26116795354379,,,229,M
2189,Central African Republic,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",69.13451755797401,,,,,67.8733450252149,,,,,58.65439870692799,,,,,52.1359711634004,,,229,M
2209,Equatorial Guinea,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",29.0483697526604,,,,,32.7322063274183,,,,,38.3218280634484,,,,,41.0805999159533,,,229,M
2224,Guinea,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",49.809552635908204,,,,,48.9486766993753,,,,,38.9123836599405,,,,,41.831280937079995,,,229,M
2225,Guinea-Bissau,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",48.082173380068,,,,,54.532807446035,,,,,56.294103390431296,,,,,61.7029848457905,,,229,M
2279,Nigeria,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",57.1309179650126,,,,,60.723857970551606,,,,,60.504806946853,,,,,61.9705162003302,,,229,M
2284,Papua New Guinea,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",31.056553911560503,,,,,29.0888639109761,,,,,26.7758780235767,,,,,21.2846037538986,,,229,M
2306,South Africa,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",57.4828532391176,,,,,70.81581013806591,,,,,65.41181424236821,,,,,56.07363004818129,,,229,M
2307,South Sudan,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",48.10472741862571,,,,,52.45307991423571,,,,,54.183309087094095,,,,,51.3013468395689,,,229,M
2312,Sudan,"Cause of death, by communicable diseases, ages 35-59,  (% of relevant age group)",16.7235287773667,,,,,16.2468131879868,,,,,15.4606039211902,,,,,15.054111654090901,,,229,M
2382,Sub-Saharan Africa,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",9.768870056568877,,,,,8.937172971698436,,,,,10.869481899713213,,,,,12.496522937324462,,,229,F
2418,Central African Republic,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",9.04648850713715,,,,,10.2469966294724,,,,,13.387015607852199,,,,,16.0699067657479,,,229,F
2438,Equatorial Guinea,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",14.396948708012301,,,,,19.1494185572111,,,,,17.1573011433727,,,,,18.8960225157866,,,229,F
2453,Guinea,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",10.5003620920999,,,,,10.0593980257893,,,,,11.7939972590082,,,,,11.4284291075241,,,229,F
2454,Guinea-Bissau,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",14.177110952046402,,,,,14.2801145700256,,,,,15.595903414324,,,,,17.0578105233472,,,229,F
2508,Nigeria,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",8.33120362841033,,,,,8.38705869785422,,,,,9.21660060469867,,,,,10.473406813459,,,229,F
2513,Papua New Guinea,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",17.6435763125343,,,,,17.4189954954342,,,,,18.801504714400398,,,,,20.986576247552897,,,229,F
2535,South Africa,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",10.9471200165856,,,,,7.04527107609952,,,,,8.62457759890265,,,,,10.1808808292807,,,229,F
2536,South Sudan,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",5.21265655603856,,,,,5.22338091565873,,,,,6.2189631896064,,,,,10.7646740071795,,,229,F
2541,Sudan,"Cause of death, by injury, ages 15-34,   (% of relevant age group)",18.7732462932922,,,,,16.6347619343132,,,,,18.282427833158,,,,,18.1399133657066,,,229,F
2611,Sub-Saharan Africa,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",29.814818520917296,,,,,27.73642756208763,,,,,31.06833479059875,,,,,32.65635218529454,,,229,M
2647,Central African Republic,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",30.801611149065398,,,,,32.348919763252695,,,,,37.3186241438386,,,,,42.2154062805545,,,229,M
2667,Equatorial Guinea,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",36.944077557941796,,,,,44.766965797674395,,,,,37.1048892862953,,,,,36.402905244009105,,,229,M
2682,Guinea,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",32.389595113236396,,,,,29.731680004040605,,,,,32.2619347592856,,,,,31.335604418628897,,,229,M
2683,Guinea-Bissau,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",30.3511088951163,,,,,29.033762750234605,,,,,29.1606338613524,,,,,28.926262532116,,,229,M
2737,Nigeria,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",23.7332593236577,,,,,22.593256934272,,,,,23.6814680831382,,,,,25.122344827845996,,,229,M
2742,Papua New Guinea,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",44.422925512599,,,,,43.745274411643706,,,,,44.756403033799295,,,,,49.826944622067,,,229,M
2764,South Africa,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",35.789529983228704,,,,,27.8198746051068,,,,,35.522972327851704,,,,,40.30946716823,,,229,M
2765,South Sudan,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",21.5008112965193,,,,,21.8363835778503,,,,,23.841118733953,,,,,35.9955929304879,,,229,M
2770,Sudan,"Cause of death, by injury, ages 15-34,  (% of relevant age group)",53.150008557671796,,,,,49.471324263969095,,,,,51.6048199444164,,,,,50.9691800819274,,,229,M
2840,Sub-Saharan Africa,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",4.751014885180831,,,,,3.908670105888509,,,,,4.818282857846473,,,,,5.7701616911746285,,,229,F
2876,Central African Republic,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",2.76912544900397,,,,,2.6303209654965203,,,,,3.5696589077167498,,,,,4.366110959547919,,,229,F
2896,Equatorial Guinea,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",6.745782678586661,,,,,7.254160247913839,,,,,5.750863706283551,,,,,5.769345880237879,,,229,F
2911,Guinea,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",6.423334733523361,,,,,5.84826848518757,,,,,6.9264325015353,,,,,6.8182402598002305,,,229,F
2912,Guinea-Bissau,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",7.700732817991871,,,,,6.00142119902383,,,,,5.4484605268776605,,,,,5.1796232612297,,,229,F
2966,Nigeria,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",4.79440896380487,,,,,4.32820757343174,,,,,4.684855571712769,,,,,5.34531035608406,,,229,F
2971,Papua New Guinea,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",4.12696098825121,,,,,3.82312265106394,,,,,4.0277756469031,,,,,4.59932321304838,,,229,F
2993,South Africa,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",6.28395926175228,,,,,3.12569032060776,,,,,2.87051704272604,,,,,3.02994464116507,,,229,F
2994,South Sudan,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",4.6969233682932,,,,,4.39878094755385,,,,,4.04130164274034,,,,,5.31264221709579,,,229,F
2999,Sudan,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",8.58611688641921,,,,,8.02593962669809,,,,,8.41215546269292,,,,,8.19519105438961,,,229,F
3069,Sub-Saharan Africa,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",11.594043812892316,,,,,9.898535676569665,,,,,11.611217936976475,,,,,12.53350800351186,,,229,M
3105,Central African Republic,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",8.034419217925679,,,,,7.7727902975108805,,,,,10.690319012410301,,,,,13.4060432159229,,,229,M
3125,Equatorial Guinea,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",16.1570834715662,,,,,18.3226164274128,,,,,13.0220945186319,,,,,11.4416078915345,,,229,M
3140,Guinea,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",13.753049117149502,,,,,12.472085714950198,,,,,14.4913544227038,,,,,13.5874998657022,,,229,M
3141,Guinea-Bissau,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",12.307875655438002,,,,,10.4704144703197,,,,,9.78052289534272,,,,,8.09048154362854,,,229,M
3195,Nigeria,"Cause of death, by injury, ages 35-59,  (% of relevant age group)",10.0125987663857,,,,,9.27603849693134,,,,,9.75197698047869,,,,,9.786642791126392,,,229,M
